Gatsibo,Muhanga,Gicumbi,Kicukiro,Rulindo,Nyaruguru,Rwamagana,Kamonyi,Gasabo,Ngororero,Rubavu,Nyamagabe,Burera,Nyabihu,Gakenke,Nyamasheke,Kirehe,Nyagatare,Bugesera,Karongi,Huye,Musanze,Rusizi,Ngoma,Nyarugenge,Gisagara,Kayonza,Ruhango,Nyanza,Rutsiro
43410.984,43376.652,43410.984,43368.07,43402.402,43282.223,43368.07,43368.07,43385.24,43385.24,43410.984,43316.566,43436.734,43410.984,43402.402,43325.15,43342.316,43445.32,43342.316,43350.902,43307.977,43428.152,43299.395,43342.316,43368.07,43290.81,43385.24,43342.316,43325.15,43376.652
43406.938,43371.816,43406.938,43363.035,43398.156,43275.215,43363.035,43363.035,43380.594,43380.594,43406.938,43310.348,43433.28,43406.938,43398.156,43319.13,43336.69,43442.06,43336.69,43345.473,43301.562,43424.496,43292.78,43336.69,43363.035,43284.0,43380.594,43336.69,43319.13,43371.816
43402.945,43367.04,43402.945,43358.066,43393.97,43268.293,43358.066,43358.066,43376.02,43376.02,43402.945,43304.207,43429.867,43402.945,43393.97,43313.184,43331.137,43438.848,43331.137,43340.11,43295.227,43420.895,43286.25,43331.137,43358.066,43277.273,43376.02,43331.137,43313.184,43367.04
43399.008,43362.332,43399.008,43353.164,43389.84,43261.465,43353.164,43353.164,43371.504,43371.504,43399.008,43298.145,43426.516,43399.008,43389.84,43307.316,43325.656,43435.684,43325.656,43334.83,43288.977,43417.344,43279.805,43325.656,43353.164,43270.637,43371.504,43325.656,43307.316,43362.332
43395.133,43357.7,43395.133,43348.336,43385.773,43254.734,43348.336,43348.336,43367.06,43367.06,43395.133,43292.18,43423.21,43395.133,43385.773,43301.543,43320.258,43432.566,43320.258,43329.62,43282.82,43413.85,43273.457,43320.258,43348.336,43264.094,43367.06,43320.258,43301.543,43357.7
43391.324,43353.137,43391.324,43343.59,43381.777,43248.105,43343.59,43343.59,43362.684,43362.684,43391.324,43286.305,43419.965,43391.324,43381.777,43295.85,43314.95,43429.508,43314.95,43324.496,43276.754,43410.418,43267.207,43314.95,43343.59,43257.656,43362.684,43314.95,43295.85,43353.137
43387.586,43348.66,43387.586,43338.926,43377.855,43241.59,43338.926,43338.926,43358.387,43358.387,43387.586,43280.527,43416.777,43387.586,43377.855,43290.26,43309.73,43426.51,43309.73,43319.46,43270.793,43407.043,43261.06,43309.73,43338.926,43251.33,43358.387,43309.73,43290.26,43348.66
43383.91,43344.258,43383.91,43334.344,43374.0,43235.19,43334.344,43334.344,43354.17,43354.17,43383.91,43274.855,43413.652,43383.91,43374.0,43284.773,43304.605,43423.566,43304.605,43314.516,43264.94,43403.742,43255.023,43304.605,43334.344,43245.105,43354.17,43304.605,43284.773,43344.258
43380.32,43339.95,43380.32,43329.855,43370.223,43228.91,43329.855,43329.855,43350.043,43350.043,43380.32,43269.297,43410.59,43380.32,43370.223,43279.39,43299.58,43420.688,43299.58,43309.67,43259.203,43400.5,43249.1,43299.58,43329.855,43239.008,43350.043,43299.58,43279.39,43339.95
43376.8,43335.73,43376.8,43325.46,43366.53,43222.766,43325.46,43325.46,43345.996,43345.996,43376.8,43263.848,43407.605,43376.8,43366.53,43274.12,43294.652,43417.867,43294.652,43304.92,43253.58,43397.336,43243.31,43294.652,43325.46,43233.035,43345.996,43294.652,43274.12,43335.73
