system:index,Bugesera,Burera,Gakenke,Gasabo,Gatsibo,Gicumbi,Gisagara,Huye,Kamonyi,Karongi,Kayonza,Kicukiro,Kirehe,Muhanga,Musanze,Ngoma,Ngororero,Nyabihu,Nyagatare,Nyamagabe,Nyamasheke,Nyanza,Nyarugenge,Nyaruguru,Rubavu,Ruhango,Rulindo,Rusizi,Rutsiro,Rwamagana,date,.geo
2012_12_18,6422.412578995578,6204.3827233651,6714.413983019705,6370.48463362888,6609.819745331717,6499.0382148527415,6675.968376854191,6520.75419281577,6355.247736159168,5146.625583956341,6087.6692463614545,5770.809706399818,6690.237180249455,6271.839949697916,6056.397265663788,6556.548561319083,6101.5139542601555,6089.950564102569,7192.151237803805,5994.591105556097,4616.106328891142,6508.568571557394,6377.721715537007,5171.812301812479,5174.101359743662,6278.994873490475,6230.277232799633,5801.210604233309,3655.7678048920084,6312.57390239461,2012-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01,6336.998189574765,6222.998805670202,6757.902983377617,6386.745471164844,6419.375764858253,6529.154710959004,6566.705460400473,6334.413265940333,6147.92545646597,5456.691883664887,6251.115160837547,6505.6678360726655,6711.590518584571,6296.169206589813,6542.097708889859,6569.618070028828,6345.912715566997,6534.911694064473,6876.813440744732,6175.1459007006,5269.795823187478,6425.344301418994,6264.998024254492,5680.8394145926995,6008.4813653834035,6083.643146324647,6291.442819114614,5902.682002839363,4436.550866132919,6584.855661627988,2013-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_17,6034.097146602718,6057.298904991706,6593.96695073184,6259.426584779661,6136.167148512557,6323.579179072756,6253.005767223117,5891.861305126374,5979.416075650119,5518.680450648404,5917.621198766758,6228.818110590725,6088.323013331207,6187.1037916166,6450.909858553602,6284.789223035639,6173.008019553977,6449.091162930964,6401.535749006301,6541.419137975158,6020.981371737301,6277.358158292387,6231.364967378084,6268.4619496891955,6135.533421849604,5693.0353499121975,6256.263805887314,7305.163801969313,4381.427825692952,6330.423112165227,2013-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_02,5673.142681071489,5652.568044992595,6552.521548544208,5825.754619670269,5725.8912647355955,6123.472916347138,6202.110612818214,6073.963417441012,5863.468964609177,5764.715551803952,5593.076049279363,5827.175138402544,5977.276020858826,6142.5494059390985,6234.580523788396,6081.819400424984,6192.57330714774,6245.983033314521,5792.0711288348875,6667.1055823711795,6246.331589151995,6281.271110199744,5773.441859265374,6788.445566997711,5456.36329457994,5714.819844461731,6047.085548661521,7179.290824989582,4191.456131740956,6006.162995443113,2013-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_18,5352.1098890830335,5672.025651301402,6416.292977828817,5642.8854144400275,5476.388991774166,5887.605647027974,5906.2917837180385,5610.902702993299,5591.772727676202,5327.857643228786,5286.814723034271,5588.632612139678,5851.701060095776,5769.799039840582,6192.600687915446,5834.158943878189,5983.438812586401,6471.99018118802,5360.48987797698,6385.713569201469,6042.686499151472,5890.547864620146,5548.85829992335,5827.942371503702,6376.60420227773,5355.300338241926,5797.991484536583,6431.259574493883,5617.255662062359,5696.476449872813,2013-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_06,5619.885611639959,5723.954019779573,6171.145556332132,6149.434444570778,5790.162009721885,6535.085601085578,5987.076522633151,5626.2310169699285,6052.333435906843,5113.931045259124,5299.1734527546005,5927.093570054779,5892.224334226136,5633.536362263926,5101.919516120346,5967.886350993751,5884.31879273076,5842.815010388596,5343.93126468876,5683.388703739333,4856.785660288314,6040.787610928352,5878.376687695301,5991.217608825747,6130.46470109012,5411.377184186686,5830.975984982227,6044.651254945788,4182.088916831329,6070.1741525022735,2013-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_22,5705.129472404245,5854.070025501211,6757.058401144895,6294.086783399662,5818.832686819669,5824.880833535314,6614.074463494459,6609.823546903789,6265.87770623932,5841.996428409514,5315.112226427595,6072.27607433693,5624.250987675135,6443.3371472999315,6018.532778075803,5517.800782445838,6585.153246310973,6508.821441734892,5803.795397600921,6831.012938002988,5973.049889951021,6603.147740130256,6134.581230469906,7036.652101926027,5447.167222364707,6418.254046349593,6448.301004167396,6927.2326074251,4098.076475775066,6280.6313969194425,2013-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_07,5187.650078858407,3215.383525230282,3836.243260446308,2954.385334849349,6551.297456360391,3080.130487417946,5462.700760230533,4827.420286981979,4263.231623314563,3668.7311152456373,5951.548461256847,3355.3468510864723,5271.200121342763,3523.604994036749,3620.721433225237,5517.602395508815,3994.8262530266857,3621.2722991915966,6391.663919490576,4167.842389160031,4344.692138159421,5750.239285288378,2499.988959966983,4751.906328232372,3463.076092247928,4642.297326968747,3332.145196480258,5827.19705419878,2527.9510378583027,5541.627287405038,2013-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_23,5905.805275103943,5080.236107210177,5255.384359797873,5169.065316657192,6183.104901521835,5004.669372787913,6134.687388861541,4868.748595918542,4706.877049374347,4514.346625475189,6194.436213151177,5387.178119830004,6819.464849536859,4295.259040746393,4403.794652641623,6426.8414582978985,4672.305427689958,4152.828972232354,6728.588238775428,3078.7432381163785,3902.6963121551685,5657.424324395074,5110.584274217322,3445.8295258890375,5258.644914700988,4871.091262941374,5241.665303917221,5011.769982454507,3185.6456239351514,5731.469239999773,2013-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_05_09,6721.407954304028,5674.480937135551,6132.926429312342,6594.000104604893,6898.229867444277,6951.82639767806,7080.760722870635,6846.631990376808,6479.911537744585,5789.508016869733,6488.185695165214,6266.598220497027,6981.261683234014,6074.055172934369,5011.068665321518,6966.516638117154,5844.4667360267385,5272.449596704683,7371.360868029496,5558.205607869638,5440.608546179461,6873.948483579264,6007.297078592063,5887.643546013846,7038.229764631843,6212.271862919233,6373.306639274033,6363.5493575568535,4974.639938730741,6979.245171015188,2013-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_05_25,6291.359021241473,6902.019275151025,6907.339188147272,6405.4344582149,6557.133626132614,7174.044724761244,6375.010077036696,6274.010748804236,6257.137329163326,6047.871114883111,6085.693816048396,6033.159102999556,6470.052762572156,6415.4097329367905,6899.514113416048,6549.197967508961,6482.239276365714,6620.014937804511,6396.248358037564,6922.10516097575,6452.15735476119,6414.510919043761,6218.136563292259,7050.402672982969,6527.105389357432,6057.7195009177285,6832.291242958268,7327.1519397774,4861.415547072535,6688.789000954967,2013-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_06_10,5642.870128808985,6576.026448307898,6610.8278917677635,5735.235495167707,5774.098399414722,6712.199125876797,5824.024327376988,5822.455080313621,5778.60093381345,5701.581889822461,5313.652985416061,5489.912772786,5580.811535979495,6180.5016183819225,6414.892664029594,5922.975463029656,6232.026900355261,6413.415359699038,5499.791807278544,6558.698085826897,5822.395353004469,5920.615286952121,5805.100568952303,6702.135451312003,6232.192927533845,5628.104934527027,6338.332837788088,7133.125870325405,4792.5593378486665,5916.3165544890635,2013-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_06_26,5064.418100360077,5852.012148052518,5826.527375623345,5138.950101193862,5074.017820720123,5998.7415681531675,5348.737723362975,5305.425288418399,5110.892741641978,5119.320516794261,4654.313164505075,4918.482815870554,4963.235762102775,5572.91745799303,5928.9265957466505,5226.811072869212,5564.7701016735855,5908.194522811032,4682.262853848791,6189.40180994261,5966.922415156298,5380.200649790722,5287.495305406522,6318.317436853955,5806.582912825916,5026.196384600869,5686.434445213001,6829.085449509667,3922.4395517282865,5257.922801065663,2013-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
